gender,age,income,education,credit_score,employment_years,loan_amount,loan_approved
Male,59,51011,Bachelor,667,34,105502,1
Female,48,56129,Bachelor,609,8,284429,0
Male,24,66500,Bachelor,404,29,158359,1
Male,21,33310,Bachelor,317,25,314505,0
Female,36,59661,Bachelor,504,11,444021,0
Female,59,36705,Master,342,23,36347,0
Male,47,77768,Bachelor,388,18,242131,0
Male,48,55509,Bachelor,456,15,407202,1
Male,52,43759,Bachelor,565,25,269210,1
Male,38,56430,High School,433,22,47779,1
Male,48,50138,High School,763,32,232362,1
Male,36,47597,Master,431,29,324858,0
Female,48,22861,High School,333,22,351602,0
Female,49,34637,Bachelor,382,9,369355,0
Female,19,47893,Bachelor,431,35,61112,0
Male,69,24674,High School,727,30,118904,1
Female,27,41192,High School,503,21,375694,0
Male,19,42501,Master,635,37,499116,1
Male,19,38308,Bachelor,796,1,115962,1
Female,41,61585,Bachelor,741,22,195104,0
Male,34,36797,Master,557,34,493180,1
Male,49,51326,High School,591,36,286849,0
Female,33,44702,High School,424,31,243706,0
Female,33,48218,Bachelor,474,11,422320,0
Female,63,74096,Bachelor,791,34,493784,1
Male,56,52695,Bachelor,379,2,499141,1
Female,48,55595,PhD,604,33,343600,1
Female,60,38518,Master,809,37,47125,1
Male,41,59392,High School,643,23,325996,1
Female,18,58759,High School,390,37,379197,0
Female,28,57314,Master,468,16,478175,0
Female,38,31862,High School,633,39,435542,0
Male,21,41221,High School,535,0,103226,0
Male,24,71503,Bachelor,698,7,50536,0
Male,43,39683,Bachelor,776,14,190142,1
Male,64,73549,Bachelor,834,24,423315,1
Female,67,41804,High School,387,7,392282,0
Male,29,52223,Bachelor,552,31,107643,1
Male,48,47192,Bachelor,657,12,431222,1
Female,34,37327,High School,357,14,383052,0
Female,50,37543,High School,698,5,251528,0
Female,28,39436,Bachelor,820,32,29810,1
Male,45,52220,Master,824,6,224322,1
Male,49,63356,Master,716,32,130640,1
Male,18,51247,High School,692,28,365038,1
Female,64,49499,Bachelor,521,37,495785,0
Female,45,68155,Bachelor,628,36,12388,1
Male,59,50620,Master,671,31,386424,1
Female,24,41857,Bachelor,810,2,96631,1
Female,19,35033,High School,452,19,326391,0
Female,59,69056,Bachelor,779,13,266421,0
Male,41,45059,High School,319,27,343106,1
Female,21,41321,High School,527,37,471369,0
Female,61,40024,Bachelor,645,3,439066,0
Male,36,68212,PhD,318,14,215530,0
Male,43,41405,High School,743,16,161583,1
Female,28,64856,Bachelor,667,36,194684,0
Female,57,46543,High School,446,23,175296,0
Male,67,31874,Master,803,37,30394,1
Male,60,45012,Bachelor,729,35,229751,1
Female,28,49508,High School,739,7,58269,0
Female,62,48272,High School,497,2,195531,0
Female,20,47900,Bachelor,586,29,72975,0
Female,29,45170,High School,668,21,229571,0
Male,20,38224,High School,539,32,277163,1
Female,59,50161,Bachelor,586,24,289614,0
Female,44,58114,Bachelor,694,29,321120,0
Male,66,28061,Bachelor,817,36,392612,1
Female,19,69485,High School,359,2,135752,0
Male,66,15000,Bachelor,844,3,359871,0
Female,33,51128,Bachelor,602,28,113369,0
Female,19,56991,High School,543,31,446219,0
Male,47,40949,Bachelor,506,22,115803,1
Male,37,18112,High School,674,18,227957,1
Female,55,48549,Master,582,14,209999,0
Female,45,52545,Bachelor,777,15,165730,1
Female,42,32769,Bachelor,321,22,78905,0
Male,49,37547,High School,648,39,341802,1
Female,27,64440,High School,788,36,279072,1
Male,59,51765,Bachelor,557,0,301948,0
Male,57,27369,Bachelor,346,18,244053,0
Female,50,56747,High School,326,36,56243,0
Male,30,36042,High School,326,34,436534,0
Female,58,38378,High School,696,29,126118,0
Female,59,52964,Bachelor,444,16,183884,0
Female,64,51567,High School,821,38,443264,1
Female,54,43960,Bachelor,420,25,394705,0
Female,33,42436,High School,761,12,135218,0
Male,62,46238,Bachelor,681,21,441091,1
Male,39,38291,High School,717,22,240702,1
Female,37,66335,Bachelor,626,32,160663,1
Female,67,26462,High School,690,26,389495,0
Male,60,46386,High School,596,34,412107,1
Male,44,28108,Bachelor,383,11,376574,0
Male,58,64040,High School,445,8,243404,0
Male,33,46365,High School,470,33,12721,1
Female,51,34149,Master,633,13,482293,0
Female,49,60275,Master,723,36,162224,0
Male,43,15621,High School,608,2,185529,0
Female,42,54213,Master,825,20,339803,1
Male,19,67269,Bachelor,646,6,392914,1
Female,29,52693,High School,601,32,207420,0
Male,57,42402,PhD,646,34,434328,1
Female,26,31367,Master,707,10,287984,0
Male,29,66237,PhD,432,31,137280,1
Male,43,63911,High School,405,21,416458,1
Female,26,40319,High School,470,18,220695,0
Male,27,40720,Bachelor,549,35,6971,1
Female,49,67801,Bachelor,843,36,34795,1
Female,51,57974,High School,561,10,366561,0
Male,65,23201,Master,793,12,137055,1
Female,37,47064,Bachelor,543,27,493693,0
Female,56,46511,Bachelor,750,14,147574,0
Female,19,53714,Bachelor,589,12,426793,0
Female,18,50090,Bachelor,562,32,114267,1
Female,68,42309,High School,613,7,393176,0
Male,53,52675,PhD,384,31,408570,1
Female,41,43283,High School,714,36,265371,1
Female,44,101212,High School,628,3,203735,0
Female,19,51840,Master,344,17,221631,0
Female,48,49779,PhD,632,22,492602,0
Female,31,77642,Master,764,28,422076,1
Male,19,29534,Master,499,1,169400,0
Female,46,48350,Bachelor,500,12,470404,0
Male,32,35755,Master,628,15,363659,1
Male,29,59525,High School,539,7,47769,1
Male,54,42584,Bachelor,658,18,418987,0
Male,45,58701,Bachelor,659,31,57084,1
Female,37,57620,High School,677,2,46250,0
Male,56,61705,Bachelor,684,31,378277,1
Male,41,57867,Bachelor,764,20,236285,1
Female,38,46639,Bachelor,521,24,183939,0
Female,27,29035,High School,664,16,372678,1
Female,63,65136,Master,371,24,476633,0
Male,31,71135,High School,539,32,186652,0
Female,54,35931,Bachelor,803,30,153403,0
Female,35,61038,Master,713,35,343399,0
Male,41,32444,Bachelor,426,22,366796,0
Female,31,53051,High School,786,24,13572,1
Female,51,56141,High School,826,29,277040,0
Female,29,43606,Bachelor,547,12,38077,0
Female,39,51426,PhD,781,28,221406,1
Male,23,62723,Master,611,15,469541,1
Female,53,48358,Bachelor,743,37,342370,1
Female,62,39872,High School,582,26,240944,0
Male,53,31643,High School,301,25,313365,0
Female,39,44138,High School,373,10,308764,0
Male,31,32379,High School,363,36,352511,0
Female,33,44339,High School,646,2,121961,1
Male,53,43021,High School,623,25,358753,1
Male,42,62061,Bachelor,538,33,146336,0
Male,49,51102,High School,696,32,21049,1
Male,50,88208,Bachelor,636,14,213236,1
Female,62,19796,Master,640,1,465894,0
Male,53,54700,Bachelor,578,27,347523,1
Female,37,43226,Bachelor,652,19,34236,0
Male,35,35659,Bachelor,762,37,250551,1
Male,55,49553,High School,761,15,244173,0
Male,20,48430,High School,592,3,247863,1
Female,40,66167,High School,706,7,419339,0
Male,49,51368,High School,461,19,162079,0
Female,62,39607,Bachelor,802,25,478577,0
Female,33,55013,Master,747,31,277286,1
Female,22,46555,PhD,754,12,33498,0
Female,21,33117,High School,564,4,169298,0
Female,38,46271,PhD,431,12,45348,0
Female,57,53464,High School,419,10,294668,0
Female,68,51084,Master,518,36,185561,0
Female,31,54954,High School,716,31,151370,1
Female,56,42102,High School,804,17,148207,1
Male,48,54764,High School,599,28,125138,0
Male,31,51801,Master,408,14,77916,0
Male,23,51923,High School,537,19,490341,1
Male,29,50485,High School,592,35,365146,0
Male,33,82641,Master,486,4,41788,1
Female,34,66651,Master,335,39,160992,1
Female,62,54430,High School,555,36,67015,0
Female,40,37996,Bachelor,734,32,461226,0
Female,31,45615,High School,307,17,141715,0
Female,24,74236,High School,477,18,55094,0
Female,63,41555,Bachelor,541,31,152801,0
Female,49,47514,Bachelor,340,21,58046,0
Male,32,46678,Bachelor,656,0,393343,0
Male,61,55518,Bachelor,412,24,197111,1
Male,34,43450,Bachelor,465,19,439500,0
Male,58,52652,Bachelor,803,34,470362,1
Female,64,43785,Bachelor,377,5,351202,0
Female,61,69717,Bachelor,495,5,353453,0
Female,51,39705,High School,701,36,16804,0
Male,22,64664,Bachelor,363,2,193939,0
Female,62,41222,Bachelor,724,36,406032,0
Female,44,37193,Bachelor,341,30,425689,0
Female,69,39488,Bachelor,672,34,148004,0
Male,40,24328,High School,605,14,185482,1
Female,57,56578,Bachelor,508,16,350174,0
Male,31,32540,High School,766,14,421925,0
Male,32,44631,Master,603,4,362869,1
Male,60,61424,Bachelor,691,21,363585,1
Male,50,60940,High School,452,10,11487,0
Female,48,28525,Bachelor,661,27,415420,0
Male,52,54658,Master,563,13,10988,1
Male,34,67107,High School,515,38,32364,1
Female,45,40447,Bachelor,842,2,174475,0
Female,36,57703,Bachelor,823,10,26048,1
Male,63,32850,Bachelor,493,29,143165,1
Female,40,55784,High School,326,37,238980,0
Male,49,51969,Bachelor,345,4,350627,0
Male,57,59917,Master,357,21,494487,0
Male,30,58987,PhD,312,12,296340,1
Male,37,29697,Bachelor,348,20,27727,0
Female,52,52048,PhD,393,36,178239,0
Male,22,71793,Bachelor,750,24,423100,1
Female,26,17220,Bachelor,678,20,301751,0
Female,46,64503,Bachelor,309,27,471427,0
Female,23,74025,High School,815,3,311456,1
Female,42,27730,Bachelor,523,28,45769,0
Male,48,39939,Bachelor,680,34,135205,0
Female,39,57766,Master,840,22,407791,1
Male,19,36708,Bachelor,601,6,171146,0
Female,62,70468,Bachelor,502,8,227364,0
Female,22,65883,High School,495,22,146736,0
Male,44,29225,High School,621,2,347794,1
Male,42,38854,High School,717,8,354204,1
Male,25,61547,Bachelor,641,3,253446,1
Female,18,60959,High School,688,24,81695,0
Female,37,83276,Bachelor,308,5,149371,0
Male,61,36801,High School,831,17,266982,1
Male,40,71888,Bachelor,448,6,394469,0
Male,49,36291,Master,682,34,426248,1
Male,28,57504,Bachelor,828,30,308541,1
Female,56,63385,High School,311,37,202063,0
Male,64,15000,Bachelor,775,31,454135,1
Male,41,63668,High School,352,34,375209,0
Male,28,70768,High School,735,27,194519,1
Male,46,66438,High School,505,4,70498,0
Female,43,80800,High School,353,29,395595,0
Male,33,64477,High School,789,21,113114,1
Female,52,41941,High School,643,16,49572,0
Male,37,68585,High School,468,9,235888,0
Male,63,41090,Bachelor,460,6,206346,0
Female,20,51236,PhD,826,3,496018,0
Male,18,62476,Master,826,26,414991,1
Female,64,56721,High School,586,6,40389,0
Female,18,70266,Bachelor,711,22,479470,1
Male,34,87330,Master,821,10,404392,1
Female,19,32939,High School,498,7,53263,0
Female,46,45074,Master,460,7,407328,0
Female,37,54745,Bachelor,688,36,223711,1
Female,23,43052,Master,773,4,240417,0
Female,25,48864,Master,680,6,425249,0
Female,46,61637,Bachelor,423,21,24984,0
Female,65,59643,Bachelor,371,35,429958,0
Female,68,53709,High School,467,1,239586,0
Male,50,52215,High School,583,23,337188,0
Male,20,46641,Bachelor,793,1,437426,1
Female,52,71067,High School,335,11,323950,0
Male,22,74950,High School,474,25,457348,1
Female,44,65282,High School,498,37,207824,0
Female,61,32759,Master,415,5,291413,0
Male,29,46066,High School,614,22,332940,1
Female,37,52994,High School,519,1,405049,0
Female,62,35889,Bachelor,433,25,260965,0
Female,37,51186,Bachelor,421,13,14527,0
Female,26,50333,High School,720,17,142016,0
Male,56,66262,PhD,791,37,420734,1
Female,21,42525,Bachelor,588,31,355939,0
Female,68,67449,Bachelor,352,13,388660,0
Female,36,35639,High School,504,29,231468,0
Male,55,37732,Bachelor,647,12,364239,1
Female,44,44309,Master,350,39,38102,0
Male,62,50718,High School,339,30,143741,0
Male,60,15000,High School,549,36,368227,0
Female,30,56889,High School,517,37,292523,0
Female,30,75640,PhD,478,21,421928,0
Male,39,59769,High School,482,27,122125,1
Female,45,46839,Master,463,18,286335,0
Male,69,33731,High School,676,15,265978,1
Male,64,22804,Bachelor,796,4,149331,0
Female,62,25354,Bachelor,760,1,174030,0
Female,39,48037,High School,773,9,161588,0
Male,60,81603,Bachelor,336,18,40931,1
Male,36,15000,High School,618,19,341774,0
Male,25,60503,High School,711,28,16624,1
Male,69,39834,Master,655,24,159944,1
Female,25,44967,High School,528,16,129148,0
Female,59,35934,Bachelor,563,12,299935,0
Female,43,29488,High School,786,15,271796,0
Female,65,51884,High School,651,34,302660,0
Female,68,53942,Bachelor,741,35,384282,0
Male,43,60025,Bachelor,758,38,227580,1
Female,40,24721,High School,324,2,13095,0
Female,60,63109,Bachelor,430,8,204965,0
Female,30,63377,High School,669,39,475848,1
Female,45,56367,Master,735,28,275239,0
Female,26,43685,High School,523,4,81216,0
Male,37,54626,High School,651,2,373531,1
Male,36,47593,Bachelor,784,9,453340,1
Male,65,64527,High School,496,30,164314,1
Female,56,44501,High School,408,10,31333,0
Male,68,51620,High School,519,16,411385,0
Male,29,23925,Master,618,39,95075,1
Female,32,54579,PhD,381,7,397543,0
Female,48,38756,Bachelor,836,1,110373,1
Female,31,57686,Bachelor,731,3,326366,0
Male,28,61826,Bachelor,307,15,485474,1
Male,43,40850,Bachelor,448,20,154988,0
Female,59,50467,High School,397,4,131394,0
Female,44,52617,PhD,400,34,305249,0
Male,28,55520,High School,666,13,74309,1
Male,55,61847,High School,761,14,446410,1
Female,51,59885,Master,713,5,64422,0
Female,60,44301,Bachelor,558,15,453833,0
Male,36,73974,High School,655,22,493697,1
Female,23,61279,High School,310,30,26045,0
Male,63,71077,Bachelor,715,11,465809,1
Male,69,55200,Bachelor,549,18,22061,1
Male,55,56087,Bachelor,849,11,214746,1
Male,66,48242,High School,421,12,40742,0
Female,59,43343,PhD,364,1,292004,0
Female,45,64630,High School,601,19,261152,0
Male,18,53968,Bachelor,424,30,217511,0
Male,52,48026,Bachelor,611,8,190872,0
Male,57,34660,High School,490,20,230650,0
Male,25,73326,High School,749,7,44212,1
Male,69,51689,Master,458,38,285368,1
Female,64,31599,Master,652,36,72414,0
Female,24,51221,High School,562,28,371737,0
Female,28,46986,Master,705,18,473554,1
Female,56,46370,High School,316,34,295682,0
Male,21,58643,Bachelor,559,37,250371,1
Male,42,47006,High School,654,25,356283,1
Male,29,45417,Master,788,10,250139,1
Male,43,70436,High School,513,35,413253,1
Male,55,23906,Bachelor,538,34,263188,1
Female,63,49229,Bachelor,479,3,393183,0
Male,29,63932,High School,718,2,16690,1
Female,60,59403,Bachelor,442,11,277467,0
Female,68,65300,High School,616,31,401530,1
Female,54,80323,Bachelor,543,25,444401,0
Female,63,75484,High School,531,12,39146,0
Male,41,32666,Bachelor,602,37,150428,0
Female,33,25839,Master,630,28,81805,0
Female,30,54902,High School,547,18,245582,0
Female,42,29688,High School,582,34,141412,0
Male,69,21102,Bachelor,586,26,311996,0
Male,21,54743,Bachelor,331,30,329694,0
Male,28,58505,PhD,799,2,178747,1
Female,49,75667,High School,829,34,103756,1
Female,66,61526,High School,680,23,242909,0
Male,24,78793,Master,362,6,5392,0
Female,63,55333,Master,427,34,338151,0
Male,28,32955,Bachelor,827,20,317565,1
Male,45,62332,High School,462,0,144209,1
Female,58,70014,High School,550,5,18997,0
Female,40,55866,High School,594,38,89970,0
Female,62,71758,Master,478,33,389112,0
Female,40,48151,High School,528,17,243538,0
Male,67,58188,Bachelor,693,24,35278,1
Male,45,47385,Bachelor,695,14,408613,1
Male,60,85685,High School,371,31,167602,1
Male,64,62618,High School,617,17,446580,1
Male,43,33249,Bachelor,678,30,271938,0
Female,42,77788,High School,435,28,356474,0
Male,46,39002,High School,677,14,480301,1
Male,36,50205,High School,418,22,134057,1
Male,50,57024,Master,829,37,76899,1
Female,53,58249,PhD,822,10,245671,0
Female,31,57255,Bachelor,686,14,406295,0
Female,31,33004,Bachelor,568,22,124718,0
Female,52,57305,Bachelor,823,2,82568,1
Male,47,66509,Bachelor,846,18,334185,1
Male,45,66077,PhD,785,0,276592,1
Female,34,30472,Bachelor,737,23,345920,0
Female,20,40165,High School,410,10,457822,0
Male,33,34332,PhD,621,29,438393,1
Male,63,55097,Bachelor,826,10,124028,1
Female,47,26725,High School,476,38,363419,0
Female,69,33158,PhD,837,0,431193,1
Female,46,40022,High School,772,11,418393,0
Female,62,23048,High School,687,3,320817,0
Male,32,49583,Bachelor,397,24,24431,0
Male,63,18402,High School,710,7,251740,0
Male,42,57280,Bachelor,674,14,334799,1
Female,68,44044,High School,469,29,385577,0
Female,55,40640,High School,355,39,267321,0
Male,59,43088,Bachelor,624,31,498066,1
Male,64,49094,Bachelor,559,34,117490,1
Male,69,58892,High School,639,20,277370,1
Male,55,69756,PhD,703,30,488626,1
Female,40,65208,Bachelor,831,35,232593,1
Male,42,83475,High School,473,26,490895,1
Male,59,60129,High School,837,7,123254,1
Male,24,52104,Master,459,22,17231,0
Male,39,43144,Bachelor,309,22,447642,0
Male,34,43643,High School,555,32,477768,1
Male,35,58085,High School,643,12,346814,1
Male,66,35008,Bachelor,835,38,188219,1
Female,58,53434,High School,672,34,19082,0
Female,27,49717,Bachelor,734,15,265907,0
Female,27,39078,Master,345,11,209383,0
Female,24,34232,High School,354,30,414391,0
Male,65,87870,Master,377,4,150205,1
Female,67,29051,Master,790,39,198949,1
Female,55,48983,Master,571,24,381816,0
Male,44,68338,PhD,849,20,121315,1
Male,69,57935,Master,410,2,158499,0
Female,50,42896,Bachelor,314,9,127511,0
Female,18,32117,Bachelor,377,22,456048,0
Male,61,51946,Bachelor,800,16,281981,1
Female,51,15000,Master,717,34,408762,0
Male,21,52548,High School,574,24,226600,0
Male,34,50522,High School,793,1,408964,1
Male,21,66051,High School,496,26,227104,0
Male,60,32849,Master,675,8,334233,0
Female,43,45147,Bachelor,362,3,458245,0
Male,21,56553,Bachelor,660,25,423457,1
Male,18,53083,High School,843,31,459661,1
Female,24,29860,Bachelor,409,28,7469,0
Male,47,40287,High School,493,21,316211,1
Female,67,70998,Bachelor,818,12,399690,1
Female,26,53889,High School,758,22,53554,1
Female,52,25038,PhD,600,30,429325,0
Male,25,63248,Bachelor,795,35,290005,1
Female,41,26011,Bachelor,448,39,248135,0
Female,36,45394,Bachelor,760,30,300249,0
Male,53,58449,Bachelor,438,14,114655,0
Female,67,68205,High School,591,13,193684,0
Female,69,15000,Bachelor,634,34,265160,0
Female,60,60673,Master,483,23,396845,0
Female,44,62925,Bachelor,606,29,497607,0
Female,49,41644,Bachelor,561,29,366741,0
Male,31,51363,PhD,609,26,493824,0
Female,35,15000,Master,643,39,338644,0
Female,45,15000,Bachelor,723,13,171668,0
Male,46,66627,Bachelor,813,10,208080,1
Male,33,41916,Master,823,25,221965,1
Male,52,44806,PhD,560,20,224653,1
Female,64,53520,PhD,661,8,124645,0
Male,48,44511,Bachelor,468,0,77100,0
Female,21,43119,High School,499,5,268480,0
Female,54,55917,High School,684,0,48316,0
Male,34,27566,High School,611,21,183989,1
Male,56,67398,Master,611,12,478933,0
Female,65,46546,Master,694,37,301579,0
Male,63,34915,Bachelor,650,39,121513,1
Female,43,32896,Bachelor,327,30,361286,0
Male,65,50639,High School,432,14,333892,0
Male,56,45404,Bachelor,679,1,7768,1
Male,58,26767,Bachelor,827,30,362417,1
Female,21,40972,Bachelor,586,25,200149,0
Male,47,37862,High School,583,1,246983,1
Female,47,68927,Bachelor,526,10,32634,0
Female,39,51956,High School,726,32,322072,0
Female,28,73540,PhD,326,17,185668,0
Female,19,39350,High School,631,20,473341,0
Male,61,45633,Master,416,30,189605,0
Female,29,55798,High School,388,25,228402,0
Female,47,59061,High School,421,29,303588,0
Male,53,60814,Bachelor,332,38,482446,0
Female,35,36682,Bachelor,697,20,254800,0
Male,43,37104,Bachelor,824,15,470837,1
Female,24,44668,High School,323,6,131486,0
Male,18,72213,High School,624,21,23211,1
Female,43,34989,Bachelor,333,6,420885,0
Male,40,42096,High School,546,1,483355,1
Female,43,60947,High School,318,36,59711,0
Female,62,60145,Bachelor,329,13,224763,0
Male,23,58331,High School,348,7,370136,0
Male,23,51212,High School,479,28,75047,1
Male,61,34022,High School,669,6,351136,1
Male,25,39638,PhD,694,37,355834,1
Female,41,66897,High School,795,21,361445,1
Female,39,61604,Master,730,16,249016,1
Male,36,29975,High School,506,15,453696,0
Female,54,63041,Bachelor,334,32,482466,0
Male,35,69631,High School,712,38,378914,1
Male,48,50807,Bachelor,663,34,431669,1
Female,54,56394,Master,609,37,386790,0
Female,47,65172,Master,578,31,300596,0
Female,59,39564,Bachelor,451,2,183841,0
Female,50,84943,Master,526,2,133013,0
Female,27,68346,High School,542,7,229121,1
Female,54,57860,Bachelor,309,30,495287,0
Female,29,49482,Bachelor,691,8,229895,0
Male,47,57421,Master,347,4,13532,0
Male,44,26595,High School,503,27,280035,0
Male,56,81231,Master,456,14,330390,1
Male,26,66933,Bachelor,325,26,300645,0
Male,38,71960,Bachelor,720,30,268640,0
Female,29,50461,High School,563,39,282298,0
Male,46,44595,Bachelor,828,17,81682,1
Male,50,39885,Bachelor,769,37,63475,1
Male,60,62203,Bachelor,553,3,141522,1
Male,32,42311,Master,845,20,173475,1
Male,19,47189,Bachelor,446,22,219724,0
Male,69,58195,Bachelor,625,21,313935,1
Male,56,40110,Master,637,0,32289,1
Female,61,65659,Bachelor,417,24,191751,0
Female,35,49733,Bachelor,464,27,421325,0
Male,20,27378,High School,849,36,310583,1
Female,24,39949,High School,497,10,422631,0
Female,60,69622,Bachelor,673,21,350483,0
Female,35,35944,Master,428,24,277325,0
Female,61,63411,High School,713,20,365396,1
Male,55,51825,High School,679,35,206318,1
Female,54,47424,Bachelor,300,19,243055,0
Female,50,87688,High School,466,15,295539,0
Female,61,30736,Bachelor,315,27,84036,0
Male,48,38897,Bachelor,411,28,432425,1
Male,28,49648,High School,667,25,302302,1
Male,21,86236,Master,401,39,71920,1
Male,35,49683,Bachelor,705,1,416756,1
Male,21,54113,Bachelor,806,9,116440,1
Male,66,44962,High School,339,12,402612,1
Male,51,55379,Bachelor,847,14,399607,1
Female,46,45892,Master,680,8,454790,0
Female,41,60429,High School,815,26,386632,0
Female,39,61612,High School,796,7,21652,1
Male,19,46488,High School,580,5,90837,1
Male,61,33117,High School,650,35,276860,1
Male,23,51403,High School,633,23,20568,1
Male,59,71031,High School,823,2,406885,1
Male,42,37600,Master,582,25,205879,0
Female,38,55008,Bachelor,618,35,316534,0
Female,33,31913,High School,713,20,478980,0
Male,48,34402,Bachelor,313,12,84792,1
Male,31,69505,High School,355,10,226793,1
Male,56,60373,Bachelor,702,7,421602,1
Male,45,55234,High School,641,13,397633,1
Female,49,15173,High School,498,32,291296,0
Male,45,41706,Master,591,1,486019,0
Male,68,59102,High School,740,0,476531,1
Male,66,28264,Master,377,10,412650,0
Male,26,44691,Bachelor,411,5,165072,0
Female,62,61499,High School,834,31,32973,1
Male,39,27332,Bachelor,674,14,116036,1
Male,49,24810,Bachelor,415,11,387617,0
Female,22,27592,High School,441,36,42861,0
Female,40,55017,High School,496,28,142510,0
Female,22,41645,High School,839,21,148801,0
Male,59,63170,Master,598,13,493218,1
Male,49,51815,Bachelor,375,18,424623,1
Female,27,78208,High School,829,4,231170,1
Female,56,31437,Master,399,34,93094,0
Female,32,54976,High School,778,24,358410,1
Female,24,38071,High School,767,37,47711,1
Female,46,59003,High School,591,8,131478,0
Female,64,51799,Bachelor,424,6,359741,0
Male,20,35103,High School,818,17,485581,1
Male,36,47642,Bachelor,322,1,105637,1
Male,27,51096,Master,461,9,107690,0
Female,45,41010,High School,805,1,83191,0
Female,46,60907,High School,320,7,353645,0
Female,32,34533,High School,763,6,191922,1
Female,52,81365,Bachelor,782,34,348996,1
Female,23,64305,Master,801,22,209967,1
Female,29,55231,High School,608,7,150244,0
Male,64,92679,High School,502,20,467294,1
Male,55,45360,High School,715,32,262961,1
Female,30,59170,High School,441,0,125574,0
Male,46,53340,Bachelor,406,11,151601,0
Female,36,61962,High School,828,10,340734,0
Male,20,72441,High School,836,29,110218,1
Female,25,58234,Bachelor,590,3,45281,0
Female,25,65626,High School,610,33,340949,0
Male,37,41744,Bachelor,684,22,343770,0
Male,64,46907,High School,352,31,464860,0
Female,21,74574,Master,482,2,63235,0
Female,68,58952,High School,668,27,353820,0
Male,38,53724,Master,312,3,464976,0
Male,20,38701,High School,459,11,280020,0
Female,62,64498,Bachelor,583,23,323824,1
Male,25,38278,High School,586,32,413313,0
Female,40,33857,Bachelor,307,2,210364,0
Female,33,51723,High School,371,3,138931,0
Female,30,15000,Bachelor,397,29,292021,0
Female,20,59166,Bachelor,386,5,412844,0
Male,65,55654,Bachelor,400,29,345261,1
Male,26,44707,Bachelor,580,7,144372,1
Male,31,46068,High School,588,17,7412,0
Male,30,48210,High School,495,15,368095,1
Male,24,38163,Bachelor,690,5,359981,1
Male,32,52768,High School,749,23,215413,1
Male,24,46259,High School,667,27,401554,1
Female,55,51686,High School,729,31,326628,0
Male,51,47664,High School,395,24,272948,1
Male,58,44712,Bachelor,560,27,389063,1
Female,39,54177,Bachelor,811,20,58675,1
Male,41,61716,Master,420,7,361989,0
Male,66,42128,High School,665,35,265463,1
Female,54,55932,Master,631,8,90733,1
Male,61,57791,Bachelor,351,39,17392,0
Male,18,30742,Master,695,20,343128,1
Male,27,64648,Master,617,0,156101,0
Female,60,80846,Bachelor,576,3,70263,0
Male,33,48678,High School,493,9,32097,1
Male,63,47432,High School,320,25,460740,0
Female,25,46804,High School,698,39,106721,0
Male,66,59309,PhD,501,2,152467,0
Female,42,57661,PhD,765,8,421209,0
Female,67,26140,Bachelor,450,31,67088,0
Male,29,37008,Master,458,2,327754,0
Female,42,57609,Master,609,3,221137,0
Female,34,47824,Bachelor,803,5,284402,0
Male,43,32508,Bachelor,325,8,228617,0
Female,63,72503,Bachelor,365,25,143375,0
Female,65,38004,Bachelor,562,1,251643,0
Male,31,50536,High School,771,1,468402,0
Male,58,47427,Bachelor,466,20,279321,0
Male,53,33819,Bachelor,453,21,411963,0
Female,40,52774,Bachelor,642,2,364462,0
Male,60,55881,Master,712,34,258470,1
Female,23,42984,High School,483,37,486933,0
Female,64,44957,High School,493,32,26823,0
Female,22,59007,Master,301,14,215790,0
Female,60,20372,Bachelor,514,10,110312,0
Female,42,37324,High School,782,9,83812,1
Female,35,53201,Bachelor,331,35,473523,0
Female,30,42098,Bachelor,314,13,16963,0
Male,60,41884,Master,617,1,423144,1
Male,31,63525,Bachelor,542,36,373610,1
Female,45,40500,High School,316,28,347529,0
Female,35,79687,Bachelor,833,34,358762,1
Male,45,23682,Master,380,19,205095,0
Female,68,16820,Bachelor,735,20,261803,0
Male,44,63184,Master,307,33,97141,0
Male,49,35240,High School,586,32,277182,0
Male,64,35493,Master,485,18,372985,0
Female,26,64770,Bachelor,823,7,466142,1
Female,57,42540,Bachelor,721,30,369478,0
Male,49,63655,High School,765,10,270582,1
Male,37,40843,Master,382,7,40151,0
Male,45,55437,Bachelor,782,24,434351,1
Male,50,42328,Master,624,19,273311,0
Male,21,36202,High School,718,37,18172,1
Female,63,75959,High School,350,6,497985,0
Male,51,66746,High School,326,12,187375,1
Female,65,39100,Bachelor,844,38,368931,0
Male,20,47324,Bachelor,361,9,218565,0
Female,43,72143,Bachelor,470,7,166432,0
Female,25,35176,Bachelor,585,19,71310,0
Female,23,35988,Master,416,16,458925,0
Female,33,57050,High School,303,10,463694,0
Female,41,84057,High School,365,15,93950,0
Female,65,50807,Master,359,36,91258,0
Male,56,65747,Bachelor,801,31,314589,1
Female,47,34738,Bachelor,528,25,94941,0
Male,62,55415,Bachelor,399,36,434914,1
Female,30,44605,Bachelor,418,8,163328,0
Female,22,77999,High School,368,34,485096,0
Male,42,73980,Bachelor,520,2,498740,0
Female,37,84191,PhD,522,30,301351,0
Male,35,39567,Bachelor,803,6,125934,0
Male,64,50532,High School,510,1,396327,0
Male,35,55627,Bachelor,561,24,372872,1
Male,19,40152,High School,817,39,472657,1
Female,27,51965,High School,547,11,372148,0
Female,62,63634,Master,556,29,423367,0
