gender,age,education_level,income,employment_status,city,credit_score,experience_years,loan_amount,hired,loan_approved
Female,28,Bachelors,129978.0,Employed,Star City,367.0,11,81340,No,Yes
Female,30,Bachelors,72568.0,Employed,Central City,671.0,10,66809,No,Yes
Male,34,Bachelors,186865.0,Employed,Gotham,647.0,7,83269,No,Yes
Female,24,Masters,82204.0,Self-Employed,Star City,331.0,0,43020,Yes,No
Male,56,Masters,193061.0,Employed,Star City,378.0,35,19190,No,No
Female,54,PhD,46767.0,Employed,Metropolis,558.0,32,89658,Yes,Yes
Male,42,Bachelors,68652.0,Employed,Metropolis,796.0,22,81363,No,Yes
Male,52,Masters,114244.0,Self-Employed,Gotham,474.0,29,29939,Yes,Yes
Female,55,Bachelors,174455.0,Employed,Metropolis,666.0,30,18484,Yes,Yes
Female,53,Bachelors,131733.0,Employed,Metropolis,314.0,33,67512,No,Yes
Male,56,Bachelors,90089.0,Employed,Gotham,350.0,36,37357,Yes,No
Female,36,Bachelors,56440.0,Employed,Metropolis,406.0,19,83088,No,No
Male,53,Masters,82443.0,Unemployed,Metropolis,768.0,33,59188,No,Yes
Female,27,Bachelors,,Employed,Gotham,501.0,1,76980,No,Yes
Female,42,High School,85919.0,Employed,Star City,517.0,21,32406,No,No
Female,54,High School,177683.0,Employed,Star City,340.0,30,63543,Yes,No
Female,53,High School,183529.0,Self-Employed,Gotham,684.0,27,69711,No,Yes
Male,40,High School,171328.0,Employed,Gotham,635.0,10,34288,Yes,Yes
Male,54,Bachelors,70533.0,Employed,Metropolis,404.0,40,17793,Yes,No
Female,49,Bachelors,129826.0,Employed,Metropolis,502.0,24,16677,No,Yes
Male,52,Bachelors,128995.0,Employed,Metropolis,809.0,29,65869,Yes,Yes
Male,42,PhD,189353.0,Self-Employed,Star City,394.0,20,66335,Yes,No
Male,55,Bachelors,97275.0,Self-Employed,Gotham,476.0,33,23268,Yes,Yes
Male,36,Bachelors,162597.0,Self-Employed,Star City,364.0,3,20634,Yes,No
Female,35,Bachelors,177525.0,Self-Employed,Star City,523.0,12,16420,Yes,No
Male,40,Masters,167323.0,Self-Employed,Metropolis,,25,63896,No,Yes
Female,36,Masters,138744.0,Employed,Gotham,554.0,13,79914,Yes,Yes
Male,27,Bachelors,49507.0,Self-Employed,Gotham,597.0,11,93582,Yes,Yes
Male,30,Bachelors,188978.0,Employed,Gotham,470.0,8,76534,Yes,Yes
Male,58,Masters,43193.0,Employed,Gotham,663.0,34,14302,No,No
Male,41,Masters,127192.0,Employed,Central City,372.0,19,71290,Yes,No
Male,55,Masters,94042.0,Unemployed,Star City,359.0,33,17830,Yes,No
Female,59,Masters,89516.0,Employed,Central City,754.0,37,28908,Yes,Yes
Male,47,Masters,191764.0,Self-Employed,Metropolis,635.0,22,82271,No,Yes
Female,39,Bachelors,100490.0,Employed,Metropolis,423.0,11,42898,No,No
Male,49,Bachelors,63512.0,Employed,Metropolis,754.0,29,73887,No,Yes
Male,30,Masters,171791.0,Employed,Metropolis,313.0,8,55191,No,No
Female,53,Masters,188721.0,Employed,Gotham,715.0,37,87145,Yes,Yes
Male,27,High School,42402.0,Employed,Gotham,326.0,4,53177,Yes,No
Male,35,PhD,132880.0,Employed,Gotham,349.0,6,62168,Yes,No
Male,49,Bachelors,149764.0,Self-Employed,Central City,486.0,28,47062,No,No
Male,45,Bachelors,170288.0,Employed,Central City,356.0,23,50903,Yes,Yes
Female,34,Masters,61050.0,Employed,Metropolis,333.0,10,63986,Yes,No
Male,33,Bachelors,125808.0,Employed,Star City,837.0,13,33599,Yes,Yes
Female,40,Bachelors,80093.0,Employed,Gotham,670.0,19,34373,Yes,No
Female,42,Bachelors,35050.0,Employed,Gotham,385.0,15,21004,No,No
Male,48,Bachelors,76716.0,Employed,Star City,459.0,24,52477,No,No
Female,40,Bachelors,145455.0,Employed,Metropolis,724.0,22,59157,No,Yes
Male,45,Bachelors,163510.0,Employed,Star City,405.0,19,67355,Yes,Yes
Female,47,Bachelors,138686.0,Employed,Gotham,690.0,24,12150,No,Yes
Male,49,PhD,77431.0,Self-Employed,Star City,811.0,27,33226,Yes,Yes
Female,39,PhD,46760.0,Employed,Central City,574.0,12,89680,Yes,Yes
Male,57,Bachelors,177545.0,Employed,Gotham,588.0,34,96442,Yes,Yes
Male,50,Masters,73815.0,Employed,Metropolis,557.0,27,87994,Yes,No
Female,38,High School,,Employed,Metropolis,519.0,14,71528,Yes,Yes
Female,25,High School,117986.0,Employed,Metropolis,826.0,0,41435,Yes,Yes
Male,50,Bachelors,55634.0,Employed,Metropolis,832.0,27,74950,Yes,Yes
Male,25,PhD,90403.0,Employed,Star City,358.0,0,37994,Yes,No
Female,31,PhD,76573.0,Employed,Metropolis,,13,64102,Yes,Yes
Female,46,Bachelors,189720.0,Unemployed,Central City,412.0,25,62434,Yes,No
Female,52,Bachelors,157099.0,Self-Employed,Star City,575.0,26,17892,No,No
Female,24,Bachelors,40296.0,Self-Employed,Metropolis,556.0,0,81089,Yes,No
Female,23,Bachelors,51959.0,Employed,Gotham,628.0,1,29988,Yes,No
Female,46,Bachelors,44570.0,Employed,Gotham,534.0,22,82690,No,No
Male,27,Bachelors,65423.0,Employed,Gotham,350.0,0,49907,Yes,Yes
Male,47,Masters,110263.0,Employed,Gotham,520.0,26,25479,Yes,Yes
Female,29,Bachelors,178971.0,Employed,Metropolis,529.0,9,95902,Yes,No
Female,56,PhD,196857.0,Employed,Gotham,521.0,36,75713,No,Yes
Male,48,Masters,142446.0,Employed,Gotham,353.0,29,20802,Yes,No
Male,46,Bachelors,86963.0,Self-Employed,Star City,572.0,20,17774,Yes,No
Female,39,Masters,64341.0,Employed,Star City,497.0,20,26625,No,No
Male,22,Masters,35597.0,Employed,Metropolis,427.0,0,52339,Yes,No
Male,24,Bachelors,171316.0,Employed,Metropolis,308.0,3,85324,Yes,Yes
Male,25,Bachelors,164868.0,Employed,Star City,526.0,0,23749,No,Yes
Male,58,PhD,137127.0,Employed,Central City,433.0,37,70873,No,Yes
Male,36,Bachelors,105589.0,Employed,Gotham,315.0,7,56521,Yes,Yes
Male,29,High School,189600.0,Employed,Metropolis,514.0,9,85732,Yes,Yes
Male,59,Bachelors,179720.0,Employed,Metropolis,411.0,33,66547,No,No
Female,40,Masters,113967.0,Employed,Metropolis,456.0,19,76836,Yes,No
Male,47,Masters,161607.0,Employed,Metropolis,724.0,26,70433,Yes,Yes
Female,31,PhD,78469.0,Employed,Gotham,,10,99398,Yes,Yes
Female,59,Bachelors,74493.0,Employed,Gotham,617.0,37,64069,Yes,No
Male,35,Bachelors,75785.0,Employed,Metropolis,659.0,8,40591,No,Yes
Female,40,Bachelors,115017.0,Self-Employed,Metropolis,675.0,23,98563,Yes,Yes
Male,51,Masters,137771.0,Employed,Metropolis,595.0,28,69132,Yes,Yes
Female,26,High School,159026.0,Employed,Star City,497.0,3,24384,Yes,Yes
Male,52,Bachelors,191941.0,Self-Employed,Gotham,697.0,35,49005,Yes,Yes
Female,28,High School,60192.0,Self-Employed,Central City,541.0,2,96946,No,Yes
Female,40,Bachelors,109941.0,Unemployed,Gotham,728.0,17,36348,Yes,No
Male,52,Masters,87544.0,Employed,Metropolis,305.0,30,46573,Yes,Yes
Male,45,Masters,165475.0,Employed,Metropolis,617.0,22,12214,Yes,Yes
Female,55,PhD,197163.0,Employed,Gotham,511.0,34,40973,Yes,Yes
Female,44,High School,35017.0,Employed,Gotham,572.0,19,34632,No,No
Male,27,PhD,78260.0,Unemployed,Gotham,383.0,4,65301,Yes,No
Female,59,Masters,75938.0,Employed,Star City,659.0,37,26621,No,Yes
Male,57,Bachelors,115265.0,Self-Employed,Star City,680.0,40,10732,Yes,No
Female,48,PhD,134120.0,Employed,Metropolis,839.0,32,57693,No,Yes
Male,32,Bachelors,198444.0,Employed,Star City,440.0,10,32547,No,Yes
Female,26,Masters,131728.0,Self-Employed,Gotham,809.0,8,95809,No,Yes
Male,38,Masters,44628.0,Employed,Metropolis,472.0,13,65671,No,Yes
Male,28,Masters,153239.0,Unemployed,Gotham,319.0,15,12454,Yes,No
Male,48,Bachelors,173573.0,Employed,Gotham,802.0,25,39487,No,Yes
Male,36,Bachelors,148165.0,Employed,Metropolis,526.0,13,40689,Yes,No
Male,34,Bachelors,191203.0,Employed,Gotham,408.0,14,32607,No,No
Male,32,Bachelors,119102.0,Self-Employed,Metropolis,619.0,13,55265,Yes,Yes
Female,47,Masters,119360.0,Employed,Metropolis,,24,21575,No,No
Male,43,Masters,149346.0,Employed,Metropolis,386.0,12,77960,No,No
Male,49,PhD,98348.0,Employed,Metropolis,527.0,29,48951,Yes,No
Male,45,High School,128348.0,Employed,Metropolis,609.0,19,62576,Yes,Yes
Male,50,Masters,122862.0,Employed,Metropolis,678.0,31,26469,Yes,Yes
Male,30,PhD,39402.0,Employed,Star City,684.0,11,60730,Yes,Yes
Male,25,Masters,121861.0,Employed,Metropolis,412.0,3,21678,No,Yes
Male,39,Bachelors,156121.0,Employed,Gotham,592.0,20,81237,Yes,Yes
Male,37,High School,137089.0,Self-Employed,Metropolis,604.0,13,70771,Yes,Yes
Male,54,High School,56000.0,Employed,Star City,590.0,37,95634,Yes,No
Female,50,Masters,119795.0,Self-Employed,Metropolis,404.0,28,55699,No,No
Male,31,Masters,142885.0,Employed,Metropolis,590.0,8,25002,Yes,No
Male,30,PhD,35988.0,Unemployed,Metropolis,776.0,12,38389,Yes,Yes
Female,52,Bachelors,86999.0,Employed,Central City,820.0,27,94328,No,Yes
Male,49,Bachelors,,Employed,Gotham,359.0,18,57971,Yes,No
Female,24,Masters,90659.0,Self-Employed,Metropolis,611.0,0,39421,No,Yes
Male,35,Masters,198862.0,Employed,Metropolis,405.0,18,98238,No,No
Female,46,PhD,125343.0,Employed,Metropolis,388.0,24,16971,Yes,Yes
Female,36,Masters,183190.0,Unemployed,Metropolis,567.0,14,29235,Yes,Yes
Male,23,Bachelors,152453.0,Employed,Star City,418.0,4,85693,Yes,Yes
Female,45,Masters,89938.0,Unemployed,Gotham,744.0,24,62393,No,Yes
Male,35,Masters,35149.0,Employed,Gotham,728.0,11,77066,No,Yes
Male,28,Bachelors,68079.0,Employed,Metropolis,650.0,4,10774,Yes,Yes
Female,57,Bachelors,163556.0,Employed,Gotham,605.0,30,61613,No,No
Female,45,Bachelors,143316.0,Employed,Metropolis,501.0,18,17985,No,Yes
Male,48,High School,78601.0,Employed,Metropolis,322.0,26,18307,No,No
Male,58,Masters,73809.0,Employed,Gotham,389.0,35,82878,Yes,No
Male,59,Bachelors,,Employed,Metropolis,770.0,38,73196,Yes,Yes
Male,51,Bachelors,187720.0,Employed,Gotham,392.0,28,40119,Yes,No
Female,48,Bachelors,192162.0,Employed,Star City,584.0,21,97167,No,Yes
Male,36,Bachelors,120636.0,Self-Employed,Metropolis,608.0,14,66808,Yes,Yes
Male,47,Bachelors,160366.0,Employed,Star City,835.0,25,93269,Yes,Yes
Male,22,Masters,131477.0,Employed,Metropolis,675.0,0,61897,Yes,Yes
Male,25,High School,47857.0,Unemployed,Metropolis,798.0,3,70587,No,No
Male,50,Bachelors,155305.0,Employed,Gotham,441.0,35,56278,Yes,No
Female,22,Bachelors,83709.0,Unemployed,Gotham,351.0,0,29231,No,No
Female,43,Bachelors,146839.0,Employed,Metropolis,369.0,17,76162,No,No
Female,32,Bachelors,153307.0,Employed,Star City,559.0,3,40028,No,Yes
Male,31,High School,152850.0,Employed,Central City,592.0,9,41143,Yes,No
Female,38,Masters,50948.0,Employed,Metropolis,677.0,8,56392,No,Yes
Female,57,Masters,63782.0,Self-Employed,Star City,338.0,35,55578,Yes,No
Female,47,Bachelors,112789.0,Employed,Gotham,647.0,24,33975,Yes,No
Male,42,High School,135217.0,Employed,Central City,824.0,17,68983,No,Yes
Male,34,PhD,168721.0,Employed,Metropolis,805.0,13,37521,Yes,Yes
Male,30,Masters,190074.0,Employed,Star City,681.0,9,89795,No,Yes
Male,32,Bachelors,64723.0,Employed,Metropolis,724.0,16,20613,No,Yes
Male,32,Masters,104314.0,Employed,Star City,735.0,12,67580,Yes,Yes
Male,27,Masters,120312.0,Self-Employed,Gotham,621.0,4,29441,Yes,No
Male,22,Masters,41809.0,Self-Employed,Metropolis,549.0,0,81403,Yes,Yes
Female,27,Bachelors,169374.0,Employed,Metropolis,479.0,8,68311,No,Yes
Male,34,Bachelors,38100.0,Employed,Star City,328.0,15,65088,No,No
Male,43,High School,107627.0,Employed,Gotham,795.0,26,99125,Yes,Yes
Female,52,PhD,104635.0,Employed,Metropolis,625.0,20,86559,No,Yes
Female,43,Masters,85020.0,Employed,Gotham,486.0,21,97927,No,Yes
Female,58,Bachelors,35663.0,Employed,Star City,354.0,38,84747,No,No
Female,48,PhD,125440.0,Employed,Metropolis,813.0,30,42506,No,Yes
Male,35,PhD,77136.0,Self-Employed,Metropolis,709.0,15,77542,Yes,Yes
Female,26,PhD,136602.0,Self-Employed,Central City,316.0,4,19033,No,Yes
Male,57,Masters,66104.0,Employed,Metropolis,387.0,30,72074,No,No
Male,53,PhD,69137.0,Employed,Metropolis,522.0,30,44971,No,No
Male,55,Bachelors,163606.0,Employed,Metropolis,357.0,34,25064,Yes,No
Male,28,Masters,97762.0,Employed,Star City,529.0,9,74705,No,Yes
Male,31,Masters,170657.0,Employed,Metropolis,453.0,2,65935,Yes,Yes
Female,38,Bachelors,106438.0,Employed,Gotham,572.0,17,71105,No,Yes
Female,51,High School,66392.0,Self-Employed,Star City,345.0,23,78733,No,No
Female,42,PhD,114267.0,Unemployed,Metropolis,751.0,21,33790,Yes,No
Male,34,Bachelors,192198.0,Employed,Star City,605.0,7,52024,Yes,No
Female,22,Masters,72485.0,Employed,Gotham,726.0,0,55241,Yes,Yes
Female,22,High School,75798.0,Employed,Gotham,417.0,7,28892,Yes,No
Male,54,High School,170089.0,Self-Employed,Metropolis,,26,44486,Yes,Yes
Female,59,Bachelors,186772.0,Self-Employed,Gotham,702.0,34,40084,No,Yes
Male,46,Bachelors,120680.0,Employed,Metropolis,499.0,23,21524,Yes,Yes
Male,47,Masters,125446.0,Employed,Metropolis,445.0,16,91301,No,Yes
Female,34,Bachelors,197579.0,Employed,Central City,350.0,15,12593,Yes,No
Male,49,High School,119938.0,Employed,Metropolis,667.0,24,43466,Yes,Yes
Male,54,Bachelors,67232.0,Employed,Star City,619.0,27,83104,Yes,Yes
Female,58,Bachelors,185092.0,Employed,Metropolis,498.0,39,65602,No,No
Female,51,Bachelors,127239.0,Employed,Metropolis,740.0,23,68288,No,Yes
Male,29,Masters,87172.0,Employed,Star City,444.0,8,11225,Yes,No
Male,22,Bachelors,127305.0,Self-Employed,Metropolis,358.0,0,88716,No,Yes
Male,33,High School,174818.0,Employed,Star City,442.0,11,72060,No,Yes
Female,26,Bachelors,34094.0,Employed,Gotham,522.0,3,77764,No,Yes
Male,45,High School,98466.0,Employed,Metropolis,399.0,23,20648,Yes,No
Male,27,Bachelors,129067.0,Employed,Gotham,325.0,0,14948,Yes,No
Female,46,Bachelors,60755.0,Employed,Metropolis,731.0,20,41696,Yes,Yes
Male,22,Masters,172624.0,Employed,Metropolis,825.0,0,30186,Yes,Yes
Male,46,PhD,180851.0,Self-Employed,Star City,421.0,28,78635,Yes,Yes
Male,22,Masters,59000.0,Employed,Metropolis,764.0,0,55926,Yes,Yes
Female,53,Bachelors,87564.0,Employed,Metropolis,564.0,31,27922,No,Yes
Male,24,Bachelors,175174.0,Employed,Star City,306.0,9,68912,Yes,Yes
Male,40,Bachelors,162933.0,Employed,Star City,519.0,9,70614,No,Yes
Female,50,Masters,73574.0,Self-Employed,Gotham,695.0,33,41568,Yes,Yes
Male,23,PhD,193754.0,Employed,Gotham,756.0,1,16978,Yes,Yes
Male,30,Bachelors,108819.0,Employed,Gotham,407.0,4,22098,No,Yes
Male,38,High School,121133.0,Employed,Gotham,791.0,13,43313,Yes,Yes
Male,57,Masters,107972.0,Employed,Gotham,759.0,33,73239,Yes,Yes
Male,38,Masters,151237.0,Self-Employed,Central City,308.0,22,51143,Yes,No
Male,33,Masters,123960.0,Employed,Metropolis,666.0,11,59989,Yes,Yes
Male,41,Masters,104426.0,Employed,Gotham,424.0,21,93308,No,Yes
Male,24,PhD,68297.0,Self-Employed,Star City,461.0,0,66317,Yes,No
Female,25,Bachelors,144147.0,Employed,Gotham,335.0,3,69285,No,Yes
Female,38,PhD,38299.0,Employed,Star City,303.0,19,24240,Yes,No
Female,58,PhD,71384.0,Employed,Metropolis,,40,27841,Yes,Yes
Female,36,Masters,147182.0,Employed,Metropolis,386.0,8,86998,No,Yes
Male,54,Bachelors,106693.0,Employed,Star City,782.0,35,29184,Yes,Yes
Female,37,Bachelors,62687.0,Employed,Metropolis,357.0,14,46071,No,No
Male,32,Bachelors,90047.0,Employed,Star City,439.0,11,36029,Yes,No
Female,41,Bachelors,171263.0,Employed,Metropolis,471.0,16,33670,Yes,No
Female,59,Masters,84911.0,Employed,Star City,559.0,40,17489,No,Yes
Female,45,Bachelors,107303.0,Employed,Gotham,794.0,24,93092,No,Yes
Female,37,Bachelors,124165.0,Self-Employed,Metropolis,324.0,12,25767,Yes,No
Female,51,Masters,130330.0,Employed,Gotham,497.0,27,77247,No,Yes
Male,55,High School,122480.0,Self-Employed,Gotham,722.0,36,35356,Yes,Yes
Male,22,Bachelors,64623.0,Employed,Metropolis,417.0,2,33871,Yes,Yes
Female,45,Bachelors,143219.0,Employed,Gotham,305.0,23,92948,No,No
Male,45,Masters,153089.0,Employed,Gotham,396.0,21,58164,Yes,No
Female,30,Bachelors,80000.0,Unemployed,Metropolis,371.0,11,63301,Yes,No
Female,43,Masters,101494.0,Employed,Star City,731.0,18,79919,Yes,Yes
Male,33,Bachelors,126172.0,Employed,Metropolis,679.0,8,17451,No,Yes
Female,38,PhD,72876.0,Unemployed,Metropolis,849.0,26,52028,Yes,Yes
Female,46,Bachelors,148217.0,Self-Employed,Gotham,355.0,25,68176,No,Yes
Female,49,Bachelors,120688.0,Employed,Gotham,402.0,26,65242,No,No
Female,36,Bachelors,134065.0,Unemployed,Central City,515.0,12,73529,Yes,No
Male,51,High School,96224.0,Employed,Metropolis,320.0,28,46256,No,No
Female,48,Bachelors,55365.0,Employed,Metropolis,509.0,30,13212,Yes,No
Female,43,Bachelors,59663.0,Employed,Metropolis,590.0,24,76452,Yes,Yes
Male,31,Bachelors,134610.0,Employed,Star City,487.0,6,35146,Yes,No
Male,52,Bachelors,133376.0,Employed,Gotham,450.0,28,37375,Yes,Yes
Female,48,Bachelors,113275.0,Employed,Star City,490.0,20,61246,No,No
Male,33,Bachelors,153229.0,Employed,Metropolis,706.0,12,21430,Yes,Yes
Female,52,Masters,171981.0,Employed,Star City,513.0,14,88295,No,Yes
Female,53,PhD,90883.0,Self-Employed,Gotham,777.0,24,48810,Yes,Yes
Male,53,Bachelors,42713.0,Employed,Central City,493.0,31,51580,No,No
Female,56,Bachelors,173686.0,Unemployed,Metropolis,549.0,23,39348,No,Yes
Female,42,PhD,128097.0,Unemployed,Gotham,340.0,29,90241,Yes,No
Male,31,High School,50734.0,Self-Employed,Star City,669.0,5,49499,Yes,Yes
Male,37,PhD,191781.0,Self-Employed,Gotham,319.0,16,40726,No,No
Male,28,High School,183957.0,Employed,Metropolis,308.0,11,87075,Yes,No
Male,25,Masters,101622.0,Employed,Central City,502.0,4,68958,No,No
Female,48,Bachelors,108267.0,Employed,Metropolis,317.0,25,13698,Yes,No
Male,46,PhD,174413.0,Employed,Metropolis,618.0,21,42969,Yes,Yes
Female,52,Bachelors,69435.0,Employed,Gotham,581.0,24,14237,No,Yes
Male,32,Masters,42976.0,Employed,Gotham,775.0,8,91870,Yes,Yes
Male,41,High School,112910.0,Unemployed,Star City,551.0,19,29553,Yes,No
Female,57,Bachelors,166362.0,Self-Employed,Metropolis,639.0,34,12864,No,Yes
Female,38,Masters,160177.0,Employed,Gotham,761.0,12,49128,Yes,Yes
Male,32,Bachelors,75812.0,Employed,Gotham,700.0,14,25326,Yes,Yes
Male,51,PhD,141841.0,Employed,Metropolis,670.0,23,15412,No,Yes
Male,56,Bachelors,87907.0,Self-Employed,Central City,581.0,36,66827,No,Yes
Male,59,Masters,150992.0,Employed,Star City,689.0,40,19349,Yes,No
Female,43,Bachelors,111876.0,Employed,Gotham,636.0,21,61461,Yes,No
Male,48,PhD,65655.0,Employed,Metropolis,644.0,32,43144,Yes,Yes
Male,58,PhD,53997.0,Employed,Central City,818.0,37,83933,Yes,Yes
Male,56,Bachelors,96876.0,Unemployed,Metropolis,572.0,39,87452,No,No
Female,25,Masters,140233.0,Employed,Metropolis,552.0,0,25372,Yes,Yes
Female,37,Masters,,Employed,Metropolis,673.0,18,72586,Yes,No
Male,37,Bachelors,187085.0,Self-Employed,Metropolis,305.0,17,46431,Yes,No
Female,42,Masters,62862.0,Self-Employed,Star City,713.0,22,73182,Yes,Yes
Male,47,High School,82448.0,Self-Employed,Gotham,797.0,27,32678,Yes,No
Male,57,Masters,114612.0,Employed,Central City,355.0,33,43828,Yes,No
Female,40,Bachelors,148849.0,Employed,Metropolis,697.0,21,73352,Yes,Yes
Female,38,High School,144060.0,Employed,Gotham,537.0,23,70167,No,Yes
Female,47,Bachelors,,Employed,Central City,789.0,17,64745,No,Yes
Female,43,Bachelors,69821.0,Employed,Star City,321.0,25,31947,Yes,No
Male,49,Masters,172007.0,Employed,Star City,740.0,26,80660,Yes,No
Female,22,PhD,42467.0,Employed,Metropolis,340.0,0,51849,Yes,Yes
Male,57,Bachelors,172145.0,Self-Employed,Star City,557.0,30,93482,Yes,No
Female,58,High School,37691.0,Employed,Metropolis,750.0,37,29579,No,Yes
Male,23,Masters,160115.0,Self-Employed,Gotham,347.0,7,41658,Yes,No
Female,38,Bachelors,185562.0,Employed,Gotham,802.0,14,19250,Yes,Yes
Male,59,Bachelors,45688.0,Employed,Gotham,438.0,39,40163,No,No
Male,42,Bachelors,128505.0,Employed,Star City,501.0,19,37122,No,Yes
Female,30,Bachelors,80650.0,Employed,Gotham,808.0,1,67855,No,Yes
Male,34,Bachelors,174901.0,Employed,Metropolis,585.0,11,85574,Yes,Yes
Male,32,Masters,164158.0,Self-Employed,Gotham,532.0,7,79948,Yes,Yes
Male,37,Bachelors,32590.0,Employed,Gotham,,10,14398,Yes,Yes
Male,37,Masters,,Self-Employed,Metropolis,760.0,13,38236,Yes,Yes
Male,23,Bachelors,159797.0,Employed,Metropolis,849.0,0,63329,No,Yes
Male,29,Bachelors,199248.0,Self-Employed,Metropolis,620.0,11,10657,Yes,Yes
Female,34,Masters,97484.0,Employed,Gotham,,12,65488,No,No
Male,38,Bachelors,156484.0,Self-Employed,Central City,338.0,10,73711,Yes,Yes
Female,45,Bachelors,132267.0,Employed,Metropolis,732.0,27,64262,Yes,Yes
Female,24,Masters,187367.0,Employed,Gotham,784.0,3,55400,Yes,Yes
Male,51,Bachelors,68131.0,Self-Employed,Star City,357.0,30,27492,Yes,No
Female,34,Masters,41924.0,Employed,Metropolis,795.0,15,43754,Yes,Yes
Male,40,Bachelors,134191.0,Employed,Central City,433.0,17,97946,No,Yes
Female,28,Masters,171923.0,Self-Employed,Metropolis,808.0,3,67199,Yes,Yes
Male,30,High School,,Employed,Star City,455.0,9,83938,Yes,No
Male,40,Bachelors,150405.0,Employed,Metropolis,500.0,20,19106,Yes,Yes
Female,43,PhD,35293.0,Employed,Metropolis,,22,99359,Yes,Yes
Female,39,Masters,83203.0,Self-Employed,Metropolis,701.0,20,43273,Yes,Yes
Female,44,Bachelors,174892.0,Employed,Metropolis,795.0,22,36433,Yes,Yes
Male,23,Bachelors,97827.0,Employed,Star City,787.0,0,96108,Yes,Yes
Female,32,Bachelors,173463.0,Employed,Metropolis,459.0,7,53197,No,Yes
Male,52,Masters,71970.0,Self-Employed,Gotham,510.0,35,21105,No,Yes
Male,54,Masters,60796.0,Self-Employed,Metropolis,752.0,32,94921,No,Yes
Male,35,Masters,,Employed,Star City,369.0,8,41741,No,Yes
Female,37,Bachelors,146245.0,Employed,Star City,613.0,10,59412,Yes,Yes
Male,32,Masters,113127.0,Employed,Gotham,730.0,4,68053,Yes,Yes
Male,54,Bachelors,66389.0,Employed,Metropolis,681.0,35,11951,Yes,Yes
Female,28,Bachelors,33352.0,Employed,Gotham,466.0,7,12370,No,No
Male,52,Bachelors,152143.0,Unemployed,Metropolis,690.0,37,58068,Yes,Yes
Male,35,PhD,189244.0,Employed,Metropolis,618.0,15,51047,Yes,Yes
Male,49,Masters,172009.0,Employed,Gotham,416.0,29,32867,Yes,Yes
Female,37,Bachelors,123657.0,Employed,Central City,811.0,22,87117,Yes,Yes
Male,40,Masters,137276.0,Employed,Star City,502.0,14,78270,No,Yes
Male,38,PhD,118672.0,Employed,Gotham,461.0,9,77792,Yes,No
Female,47,Bachelors,184624.0,Employed,Gotham,,27,60224,No,Yes
Female,27,Bachelors,175190.0,Employed,Central City,500.0,4,65094,No,No
Male,30,PhD,41290.0,Employed,Gotham,530.0,9,20502,Yes,Yes
Female,38,Masters,55123.0,Self-Employed,Gotham,815.0,20,59130,Yes,No
Female,52,Bachelors,82136.0,Employed,Central City,505.0,33,46045,Yes,No
Female,33,Bachelors,147278.0,Employed,Metropolis,630.0,17,79505,No,Yes
Male,44,Bachelors,182499.0,Employed,Metropolis,646.0,18,77024,Yes,Yes
Female,26,Bachelors,,Self-Employed,Gotham,648.0,7,36234,Yes,No
Male,57,PhD,97733.0,Self-Employed,Metropolis,459.0,31,53027,No,No
Male,57,Bachelors,169294.0,Employed,Metropolis,551.0,40,20807,Yes,Yes
Male,24,Masters,186259.0,Employed,Gotham,521.0,3,53977,Yes,Yes
Male,45,Bachelors,181853.0,Employed,Gotham,693.0,25,97130,No,Yes
Male,38,Bachelors,155890.0,Employed,Central City,695.0,13,74840,No,Yes
Female,47,High School,156682.0,Employed,Metropolis,466.0,22,91583,Yes,No
Male,25,Masters,172076.0,Employed,Metropolis,751.0,4,19788,No,Yes
Male,33,Bachelors,137178.0,Employed,Metropolis,437.0,17,26749,No,Yes
Male,22,Masters,87600.0,Employed,Gotham,509.0,6,53491,Yes,No
Male,42,High School,186587.0,Employed,Star City,513.0,21,29435,Yes,Yes
Female,40,Bachelors,110952.0,Employed,Gotham,659.0,16,43551,Yes,No
Male,42,High School,164257.0,Employed,Metropolis,534.0,22,17159,No,No
Male,39,Bachelors,120888.0,Employed,Gotham,696.0,22,55129,Yes,No
Male,24,Masters,153611.0,Employed,Gotham,603.0,2,59389,No,No
Male,53,Bachelors,84476.0,Employed,Metropolis,408.0,29,87611,Yes,Yes
Male,31,Masters,126279.0,Self-Employed,Gotham,689.0,11,52945,Yes,Yes
Female,36,Bachelors,192284.0,Employed,Gotham,419.0,13,11462,No,Yes
Female,26,Bachelors,122154.0,Self-Employed,Central City,509.0,2,73220,Yes,No
Male,25,Bachelors,152537.0,Employed,Star City,726.0,2,75344,Yes,Yes
Female,49,Bachelors,117125.0,Employed,Star City,843.0,29,68215,No,Yes
Female,25,Masters,198702.0,Employed,Star City,629.0,2,19413,No,Yes
Female,36,Masters,104099.0,Unemployed,Star City,525.0,13,28050,No,No
Male,38,Bachelors,158969.0,Employed,Central City,446.0,16,21628,Yes,Yes
Male,24,Bachelors,177657.0,Employed,Metropolis,639.0,0,49064,No,Yes
Male,31,Masters,125833.0,Employed,Gotham,479.0,15,44424,Yes,Yes
Female,44,Masters,79240.0,Unemployed,Star City,589.0,29,43899,Yes,No
Female,39,Masters,44772.0,Unemployed,Gotham,486.0,15,41247,No,No
Male,22,Bachelors,140990.0,Employed,Metropolis,785.0,0,76346,No,Yes
Male,56,Bachelors,142315.0,Employed,Metropolis,636.0,32,75591,Yes,Yes
