gender,age,income,education,credit_score,employment_years,loan_amount,loan_approved
Female,29,55183,High School,515,31,376131,0
Male,62,68721,Master,672,1,359990,1
Male,28,67417,Bachelor,502,4,466842,0
Female,18,59211,Master,502,26,20948,0
Female,52,39270,Bachelor,317,3,129718,0
Female,49,48466,Bachelor,480,18,319804,0
Female,67,51459,Bachelor,616,19,129753,0
Male,50,46430,High School,552,28,458175,0
Male,22,28943,High School,490,13,392588,0
Male,50,36983,High School,626,12,265770,1
Female,19,31619,Bachelor,473,37,30270,0
Female,50,44866,Bachelor,528,35,121096,0
Male,41,39451,High School,528,14,385367,1
Male,57,34631,High School,309,21,383451,0
Female,30,34264,Bachelor,767,5,495816,1
Male,50,38474,High School,494,16,443194,0
Male,24,34731,High School,631,30,355339,1
Male,52,71649,Master,406,37,113874,1
Male,36,22942,High School,678,6,383922,1
Male,51,45048,High School,639,13,314739,1
Female,51,32221,Bachelor,493,25,405166,0
Female,43,56118,Bachelor,663,29,178741,1
Female,23,50628,High School,802,10,67401,1
Female,43,73947,Master,766,7,334656,1
Male,52,41591,Master,679,32,255598,1
Female,40,20714,Master,425,18,426638,0
Male,44,62508,Bachelor,769,9,333241,1
Male,27,37269,Bachelor,647,38,412798,1
Female,53,36868,High School,595,21,139648,0
Female,47,60627,Bachelor,423,4,454420,0
Female,51,45967,High School,456,17,158498,0
Female,56,17132,Bachelor,770,34,164650,0
Male,69,69117,High School,304,25,241047,0
Male,50,26497,Bachelor,402,2,83822,0
Male,26,44357,Bachelor,385,2,356535,0
Female,18,30293,High School,381,7,240175,0
Female,50,81378,Bachelor,721,33,106890,1
Male,24,44803,High School,732,17,87892,1
Male,26,46688,High School,300,6,336942,0
Female,33,55999,Bachelor,629,21,339136,0
Female,47,53990,High School,758,9,385388,0
Male,35,74653,Bachelor,649,14,106553,1
Male,41,68414,Bachelor,800,9,102639,1
Male,68,62247,Bachelor,724,21,398790,1
Female,31,27028,High School,707,22,258204,0
Male,63,35823,High School,486,15,63040,0
Male,46,56778,High School,602,38,170302,1
Female,54,48495,Bachelor,529,13,191593,0
Male,55,46221,Bachelor,582,15,76637,1
Male,36,37477,Master,454,4,6086,0
Male,23,56231,High School,786,13,124014,0
Female,22,63154,High School,616,6,370615,0
Female,28,65062,PhD,530,9,86600,0
Male,24,41984,Bachelor,508,24,388744,0
Female,27,68171,Bachelor,727,19,146396,1
Male,35,52417,Bachelor,835,5,146539,1
Male,57,43697,High School,821,32,283709,1
Female,50,15000,Bachelor,309,18,277249,0
Male,32,25088,Bachelor,539,29,198455,0
Female,28,52757,High School,590,36,42962,0
Female,35,44694,High School,844,30,68120,1
Male,46,52965,High School,472,12,460222,0
Male,20,50550,Bachelor,740,32,122864,1
Female,47,65843,High School,675,11,432865,1
Female,68,57478,High School,784,3,322921,0
Male,30,74508,High School,443,6,296050,1
Female,43,58784,Bachelor,486,38,179974,0
Male,36,66321,Bachelor,581,23,225837,0
Male,28,17801,Master,808,7,176439,1
Female,22,34917,High School,707,32,225516,0
Male,42,44550,Bachelor,727,12,487407,1
Female,46,54362,Bachelor,384,24,387655,1
Male,39,83515,Bachelor,665,28,401279,1
Male,62,47390,Bachelor,775,7,370171,1
Male,42,54474,High School,608,0,301126,1
Male,49,54083,Bachelor,647,10,150206,1
Male,52,63694,High School,656,38,188802,0
Male,69,70665,High School,842,0,399518,1
Female,34,42084,High School,473,5,371471,0
Female,43,51537,Bachelor,481,28,438924,0
Male,20,19657,Bachelor,772,11,139509,1
Female,53,16651,High School,601,5,328880,0
Female,50,68656,Bachelor,323,9,163479,0
Female,48,76816,High School,414,29,429664,0
Female,24,37976,High School,500,26,279340,0
Female,37,50810,Bachelor,400,8,488495,0
Male,63,55466,High School,535,3,98674,0
Male,60,67763,Bachelor,723,8,155130,1
Male,36,44128,Bachelor,766,39,345334,1
Male,62,50014,High School,550,8,464383,1
Male,57,44562,Bachelor,756,17,32812,1
Female,22,48141,High School,492,10,392734,0
Female,49,75612,PhD,669,25,146889,1
Male,67,61850,High School,504,19,462616,1
Male,63,35083,Master,634,29,347358,1
Female,34,56692,High School,829,30,493204,1
Male,61,62694,High School,830,15,318321,1
Male,25,51552,High School,523,30,112882,0
Female,52,36700,Bachelor,359,32,5451,0
Male,23,42850,Master,465,7,79480,0
Male,61,33012,High School,739,32,297147,1
Male,66,48706,Bachelor,665,34,160597,1
Male,21,40301,High School,457,7,348543,1
Male,51,46874,Bachelor,622,20,299376,1
Female,18,29096,High School,612,11,215700,0
Male,45,60612,Bachelor,828,18,144798,1
Male,68,66219,High School,396,24,220096,0
Female,44,57215,Bachelor,626,7,367410,0
Male,67,55449,High School,311,29,109425,1
Male,38,73064,High School,513,3,166292,1
Female,42,32971,High School,827,8,52148,0
Female,41,42625,Bachelor,599,37,294207,0
Female,45,15000,Bachelor,456,26,425339,1
Female,19,57821,High School,525,16,132668,0
Female,24,70522,Master,814,2,353922,1
Male,28,49822,Bachelor,584,16,448695,1
Female,47,46129,High School,356,39,22484,0
Female,61,35076,High School,845,38,292667,1
Female,36,57587,Bachelor,762,23,196050,0
Female,23,63715,Bachelor,520,2,145239,0
Male,58,40061,PhD,834,18,296411,1
Female,33,43466,High School,380,19,277450,0
Male,36,36487,High School,437,38,428984,0
Male,43,65964,PhD,602,13,79432,1
Female,32,57945,High School,492,4,143001,0
Male,51,59507,Bachelor,687,1,344191,1
Male,31,30783,High School,447,35,486151,0
Male,67,52452,Bachelor,506,2,8327,0
Female,22,51198,High School,655,35,466308,1
Female,55,64688,High School,781,15,265735,1
Male,37,47675,Master,624,18,480063,0
Female,55,30916,Bachelor,512,39,130629,0
Female,69,30982,Bachelor,755,1,166495,0
Female,29,73244,Master,717,15,311418,1
Male,54,58204,High School,513,34,136336,1
Female,24,59766,Bachelor,408,23,482342,0
Female,51,47924,Bachelor,707,12,221571,0
Male,49,69417,High School,772,34,207712,1
Female,26,42212,Bachelor,507,17,240506,0
Male,54,15000,High School,583,18,488453,1
Female,26,48882,Bachelor,707,36,495922,1
Female,36,41799,High School,636,29,117842,1
Female,56,68800,High School,662,23,256068,0
Female,29,57923,PhD,445,23,33152,0
Male,25,60426,High School,430,7,388222,0
Female,29,36163,Bachelor,638,39,125378,1
Male,54,44854,Bachelor,566,13,81915,1
Male,33,47300,Master,575,37,343861,1
Female,58,44548,High School,682,21,257084,0
Female,20,45603,High School,536,15,165285,0
Female,25,50153,High School,580,26,346896,0
Female,28,84765,High School,831,38,344550,1
Female,35,40634,High School,755,21,268958,1
Female,27,40973,High School,576,13,49027,0
Female,50,61206,Bachelor,827,13,361109,1
Female,32,32343,Master,328,14,486952,0
Female,40,48032,High School,471,38,104601,0
Male,59,53972,Bachelor,491,15,333581,1
Female,29,37305,High School,370,5,288040,0
Female,45,24639,PhD,600,34,135742,0
Male,68,64616,High School,463,28,308083,0
Female,20,46257,Bachelor,362,12,304405,0
Female,18,77629,High School,503,7,90731,0
Male,52,41178,High School,784,25,428329,1
Female,18,46545,High School,646,18,323179,1
Male,53,46693,Bachelor,721,38,174754,1
Female,47,36026,High School,691,34,372778,1
Female,47,47320,PhD,696,22,219913,0
Female,27,54556,Bachelor,307,15,193696,0
Male,64,72837,Bachelor,420,9,420385,0
Male,58,23248,High School,814,12,496471,1
Male,31,65340,High School,436,8,24814,0
Male,66,27886,Bachelor,825,14,253592,1
Female,41,51180,High School,570,20,70972,1
Male,37,75266,High School,622,38,138533,1
Female,37,56672,PhD,479,25,56566,0
Female,50,50244,Bachelor,529,22,97002,0
Female,29,31389,High School,496,39,66108,0
Female,68,47459,Bachelor,710,27,111372,1
Female,22,35038,Bachelor,699,13,139944,1
Male,40,64908,High School,763,5,43687,1
Female,33,41619,High School,455,13,415060,0
Female,58,47353,High School,535,26,438534,1
Male,63,48137,High School,499,11,211499,0
Female,44,79882,High School,560,29,494094,0
Male,26,35363,High School,693,38,90603,1
Female,31,35914,Bachelor,475,1,379500,0
Male,46,51139,Bachelor,431,4,232025,0
Female,31,55746,Bachelor,586,5,107805,0
Female,48,40981,Bachelor,371,17,244098,0
Male,24,40864,Bachelor,352,11,37181,0
Female,58,47940,High School,785,8,45506,1
Female,61,47697,High School,370,6,379988,0
Male,26,63007,Bachelor,434,30,456502,0
Male,31,84403,Bachelor,674,26,381069,1
Female,36,40697,Bachelor,377,22,160190,0
Male,51,56775,Bachelor,517,19,330404,0
Female,27,17904,Bachelor,538,29,58753,0
Male,64,44658,Bachelor,611,39,117303,1
Male,33,51024,High School,485,24,378813,0
Male,64,87586,Master,465,35,311320,1
Female,54,47514,High School,471,29,269843,0
Female,40,44153,Bachelor,369,26,86235,0
Female,54,43291,Bachelor,332,39,342955,0
Male,48,37358,Bachelor,331,18,497058,0
Female,19,44931,High School,577,0,32434,0
Female,39,45403,Bachelor,623,19,35312,0
Male,59,51396,High School,692,8,185405,0
Male,21,39306,Master,828,17,387164,1
Female,50,60533,High School,582,19,92285,0
Female,39,25849,Bachelor,350,30,57813,0
Female,48,28394,Master,579,0,55358,0
Female,29,61457,Bachelor,831,28,172719,1
Female,50,51892,Bachelor,370,14,280528,0
Male,37,42552,High School,674,17,261388,1
Female,58,51575,Bachelor,355,3,208701,0
Female,26,32761,High School,710,31,213897,1
Female,65,46990,Bachelor,749,20,288181,0
Male,40,52969,Bachelor,557,11,491777,0
Male,50,46816,Bachelor,527,17,335613,0
Female,36,56947,Bachelor,433,1,7034,0
Female,50,55774,Master,356,34,412793,0
Female,22,34395,Bachelor,593,35,226083,0
Female,68,37728,High School,439,16,294583,0
Male,38,47981,Master,573,26,354414,1
Female,49,40241,Bachelor,788,17,145618,0
Female,58,83851,Bachelor,496,13,378034,1
Female,36,50659,High School,370,31,323964,1
Male,63,41996,Master,837,36,393182,1
Male,39,43766,High School,780,5,110906,1
Male,35,66927,Bachelor,419,9,140215,0
Male,53,34032,High School,831,8,352957,1
Male,42,54501,Master,372,35,51934,0
Female,53,67350,High School,776,35,85048,1
Male,33,25935,High School,379,3,160831,0
Female,43,48564,Bachelor,340,37,230944,0
Female,30,69729,Master,407,31,152169,0
Female,49,34002,Bachelor,525,27,404294,0
Male,20,63235,High School,595,33,434748,0
Male,67,61552,High School,573,3,252532,0
Male,53,40674,High School,365,25,298054,0
Female,54,41968,PhD,470,31,163793,0
Female,36,63568,Master,348,22,384306,0
Male,31,35172,High School,309,29,410483,0
Male,38,40119,High School,720,36,70220,1
Male,49,60681,Bachelor,441,26,150791,0
Female,67,44146,Bachelor,637,37,153475,0
Female,41,42985,High School,413,27,477814,0
Male,33,54581,High School,512,32,25561,0
Female,54,42930,Bachelor,811,21,453351,1
Female,25,22680,Bachelor,453,7,436883,0
Male,46,15495,Bachelor,595,7,445204,0
Female,68,49845,High School,419,38,251799,0
Female,67,62145,Bachelor,569,5,210314,0
Female,22,27629,Bachelor,731,2,418050,0
Male,31,43824,Bachelor,742,24,102895,1
Female,41,40691,High School,580,18,450410,1
Female,27,43377,Bachelor,414,0,228055,0
Male,22,73348,High School,674,10,34371,1
Male,62,35302,Master,778,22,217602,1
Female,61,64243,Bachelor,328,34,70386,0
Female,67,69268,High School,654,22,85227,0
Female,28,67462,Bachelor,581,33,93026,0
Male,50,74445,Master,706,6,170659,1
Male,46,34510,PhD,818,28,64912,1
Female,51,68496,Bachelor,400,13,178982,0
Male,19,32929,Bachelor,318,28,456633,0
Male,62,76347,PhD,586,34,247256,1
Male,58,82653,Bachelor,793,25,191831,1
Male,65,37603,High School,747,1,187589,1
Male,65,47041,Bachelor,620,0,462543,1
Male,58,60941,Master,491,28,402813,0
Female,41,42905,High School,355,25,195821,0
Female,56,56605,Bachelor,717,29,222573,1
Female,38,39037,Bachelor,723,1,105396,0
Male,25,79740,Bachelor,471,3,11076,1
Female,27,29533,PhD,577,13,46026,0
Female,62,36051,High School,795,5,295989,0
Male,28,47742,High School,827,23,447710,1
Female,31,68677,High School,570,5,43319,1
Female,22,62207,High School,561,12,102556,1
Female,67,40221,High School,374,19,310664,0
Female,65,43976,Master,798,31,187813,0
Male,42,47033,Bachelor,750,24,435729,1
Female,43,65595,High School,517,6,61005,1
Male,55,47947,High School,673,14,220683,0
Male,61,84949,Bachelor,375,3,337232,1
Female,62,50989,Bachelor,341,13,88121,0
Male,51,57611,Master,517,8,121110,1
Male,47,33575,Bachelor,752,18,335360,1
Male,34,43326,Bachelor,704,7,119692,1
Male,69,57659,Master,445,1,363977,0
Female,69,70749,Master,359,1,363212,0
Female,53,57758,Bachelor,733,1,333110,1
Male,50,94075,Master,737,35,373216,1
Male,48,53079,High School,716,11,410391,1
Male,35,37278,Master,492,32,192291,0
Male,29,59382,Bachelor,499,37,225045,0
Female,23,15000,High School,377,11,40964,0
Male,28,49033,PhD,793,1,377219,0
Female,43,58424,High School,429,19,176063,0
Male,58,48716,High School,587,2,187943,1
Male,25,33025,Master,349,3,450362,0
Male,49,54911,Master,845,17,61695,1
Female,40,43681,PhD,818,31,259786,0
Female,66,42487,High School,784,27,352370,1
Female,22,53646,Master,845,33,161336,1
Male,47,51808,Bachelor,350,27,444795,1
Female,21,23140,High School,565,27,262956,0
Male,54,33168,Bachelor,480,39,400844,1
Male,64,47935,Master,668,10,177485,0
Female,23,68446,Bachelor,420,3,391942,0
Male,39,62443,High School,440,19,214824,0
Female,43,56295,Bachelor,563,14,443444,0
Male,46,32094,High School,598,32,124312,1
Male,46,24437,Bachelor,455,18,152051,0
Male,22,54343,Bachelor,350,34,273444,1
Male,62,36659,Bachelor,486,32,312605,0
Male,36,38987,High School,404,19,318675,0
Female,20,51412,High School,735,27,170065,0
Male,57,66914,Bachelor,339,32,451881,0
Male,31,66961,PhD,362,10,206846,0
Female,64,49312,Bachelor,593,23,67658,0
Female,57,22263,Master,581,30,385042,0
Male,57,26302,Bachelor,401,21,476480,0
Female,62,56609,Bachelor,565,38,362847,0
Male,40,41248,Bachelor,372,26,483516,0
Female,44,61766,Bachelor,401,19,12523,0
Female,54,34605,Bachelor,676,13,483513,0
Male,30,75981,Bachelor,776,11,471653,1
Female,61,47390,High School,332,14,295709,0
Male,39,50475,High School,430,23,129816,0
Male,28,50023,High School,555,13,214453,0
Male,32,46638,High School,776,5,124621,1
Female,46,29681,Bachelor,569,10,185736,0
Male,32,49882,High School,836,7,296186,1
Female,42,46269,Bachelor,759,36,298823,0
Male,38,63958,Master,641,39,288098,1
Female,60,39202,Bachelor,627,18,360717,0
Female,26,35272,Bachelor,474,5,349659,0
Female,42,17603,Bachelor,771,15,231270,0
Female,66,36772,Master,774,28,147022,1
Male,45,21357,High School,809,37,430764,1
Male,40,46235,Master,430,18,235180,1
Male,46,29662,Master,359,32,114471,0
Male,47,52939,High School,704,0,133639,1
Female,42,55864,High School,682,22,81499,1
Male,37,56806,Master,453,2,261397,0
Female,52,74458,High School,330,4,74198,0
Female,18,54065,Bachelor,366,35,171390,0
Male,63,63933,High School,575,2,475157,1
Male,56,73513,Bachelor,570,22,445400,1
Male,41,36320,Bachelor,700,28,52846,1
Male,46,46595,Bachelor,661,21,301356,1
Male,42,49481,Master,697,22,432848,1
Female,36,32478,High School,632,38,301721,1
Male,36,58891,High School,668,16,409926,1
Male,50,96788,High School,694,1,59708,1
Male,57,31412,Master,350,26,303639,0
Female,40,61565,Bachelor,333,39,428012,0
Male,69,40946,High School,494,20,270677,0
Female,66,56865,High School,789,22,227165,0
Female,56,61456,Bachelor,398,8,155555,0
Female,52,21972,High School,373,36,381535,0
Male,45,29063,High School,565,6,220175,0
Female,65,53554,Bachelor,310,2,319736,0
Female,54,53574,High School,451,31,159283,0
Female,58,34990,High School,435,29,259114,0
Male,20,43102,Bachelor,318,16,373849,0
Female,61,49288,High School,842,6,461963,0
Male,67,36506,High School,393,16,298029,0
Female,29,54435,Bachelor,455,12,213858,0
Female,25,48775,Bachelor,613,11,207182,0
Male,51,58101,Bachelor,529,17,67881,1
Female,23,48233,Bachelor,847,32,10489,1
Female,64,71465,High School,381,30,350287,1
Female,19,49446,High School,377,7,355415,0
Male,38,31065,High School,758,1,245153,1
Male,28,53253,Bachelor,665,28,169040,1
Male,50,65616,High School,804,7,128285,1
Female,30,56687,Bachelor,448,24,399709,0
Female,60,55921,High School,334,39,381789,0
Female,32,56345,Master,756,38,126723,1
Male,29,39027,Bachelor,559,30,128934,1
Male,40,49520,Bachelor,657,23,78235,1
Male,35,32364,Master,682,38,472064,1
Female,61,35369,Bachelor,315,20,68583,0
Male,42,96771,High School,525,28,214136,1
Male,46,56293,High School,464,38,114342,1
Female,66,47132,Bachelor,772,32,424975,1
Male,37,74534,High School,783,9,48835,1
Female,36,42491,Bachelor,558,5,24525,0
Female,55,34724,High School,318,7,24686,0
Male,53,15000,High School,365,39,50894,0
Male,65,33771,Bachelor,842,28,443770,1
Female,31,35802,High School,683,21,289622,0
Male,51,36714,High School,831,33,42482,1
Female,59,62999,High School,644,23,334388,0
Male,60,63773,Bachelor,358,25,256456,0
Male,47,59524,Master,507,14,81557,0
Female,27,45744,High School,557,9,35027,0
Female,65,67240,Bachelor,428,35,164814,0
Male,61,34190,High School,705,11,116346,1
Male,25,49818,Bachelor,804,33,477412,0
Female,19,39014,High School,562,24,151039,0
Male,60,33544,Bachelor,753,23,226904,1
Male,39,52053,High School,539,36,463143,1
Male,41,42715,Master,321,26,42702,0
Female,23,37091,Bachelor,711,23,437978,0
Male,22,56060,High School,596,1,72961,0
Male,47,49430,Bachelor,737,6,113536,1
Male,47,67824,High School,610,14,65560,1
Female,49,48896,Bachelor,780,32,94778,1
Female,20,56925,Bachelor,602,9,178260,0
Male,29,48987,Bachelor,408,30,110715,0
Female,43,39523,Bachelor,544,24,181549,0
Female,29,61182,Bachelor,648,33,319861,1
Male,51,58462,Bachelor,499,33,200798,0
Male,59,49663,High School,779,21,67238,1
Female,26,60781,High School,692,19,285586,1
Male,25,43160,High School,399,2,144741,1
Male,39,55416,Master,813,2,416876,1
Male,64,67151,Bachelor,411,32,182147,1
Male,26,23842,Bachelor,547,16,273212,1
Female,55,51431,High School,750,33,331344,1
Female,41,57498,Bachelor,429,8,235088,0
Male,29,47344,PhD,616,35,373450,0
Male,29,54395,High School,445,19,251320,0
Female,63,53264,High School,626,12,169419,1
Male,35,58104,Bachelor,340,17,391211,0
Male,34,49387,High School,433,37,7053,0
Male,57,59550,Bachelor,484,13,166787,0
Female,54,40942,Master,363,30,335243,0
Male,48,48158,Bachelor,363,23,368108,1
Male,26,40755,Bachelor,389,10,357610,0
Male,56,29095,Bachelor,677,6,438911,1
Male,49,44403,High School,497,28,185929,1
Male,69,18276,Bachelor,767,2,278358,1
Female,54,65711,Bachelor,388,22,346723,0
Male,36,59463,Bachelor,750,11,39627,1
Female,59,30479,Bachelor,781,30,103215,0
Female,53,53010,Master,379,32,388443,1
Male,20,73171,High School,328,36,44483,0
Male,41,60401,Bachelor,530,16,121408,1
Male,53,57694,High School,400,2,480538,1
Male,43,49838,High School,747,28,279361,1
Male,37,62554,PhD,512,9,369252,0
Male,31,70106,Bachelor,622,30,104487,0
Male,49,67131,High School,443,39,279863,1
Male,25,68132,High School,317,10,227666,0
Male,54,67710,High School,620,33,265509,1
Male,54,25490,Master,380,4,445637,0
Female,28,58455,High School,592,15,375320,0
Male,23,56883,Bachelor,563,5,218165,0
Male,54,44306,Bachelor,737,28,293641,1
Male,49,39431,Bachelor,574,22,70159,1
Female,50,30381,High School,712,14,459391,0
Female,63,55669,High School,705,9,10163,0
Female,34,46553,High School,609,19,395890,0
Male,51,57082,Bachelor,776,37,12803,1
Female,52,35532,High School,800,16,296597,1
Male,55,35193,High School,321,37,242570,0
Male,67,59506,Master,460,14,449636,0
Female,39,41787,Bachelor,302,33,415601,0
Male,61,74039,Bachelor,653,2,450621,1
Female,55,44467,Master,620,8,126172,0
Female,19,23225,High School,419,17,117629,0
Female,49,27086,High School,691,35,180273,0
Male,67,70151,Bachelor,828,14,495346,1
Male,40,42968,Bachelor,645,7,150778,0
Male,30,84896,Bachelor,552,35,118737,1
Male,45,38587,High School,378,9,31496,0
Female,33,51019,Bachelor,303,5,127923,0
Male,30,84976,Bachelor,757,32,30952,1
Female,66,55819,High School,424,29,372324,1
Male,41,29982,High School,426,26,394439,0
Female,21,43780,Bachelor,848,37,57019,0
Female,55,61604,Master,782,35,220959,1
Male,49,54257,Bachelor,585,12,193634,1
Female,63,52558,Bachelor,721,26,367091,1
Male,68,49145,Bachelor,578,20,365472,1
Male,62,44474,PhD,841,33,330724,1
Female,43,47811,Bachelor,398,18,182837,0
Male,60,63398,Bachelor,433,8,392612,1
Female,32,79640,Bachelor,365,27,113585,0
Male,33,43182,Bachelor,435,2,185352,0
Female,18,49765,Master,689,33,337990,1
Female,45,52500,Bachelor,479,36,358388,0
Male,34,52288,Bachelor,781,33,145495,1
Male,33,76814,High School,415,28,210375,1
Female,48,28790,High School,728,6,479457,1
Male,54,39130,Master,661,33,45160,1
Female,33,33060,High School,826,2,358243,0
Male,63,44322,Master,574,10,462009,1
Female,21,51487,Bachelor,720,28,491573,0
Male,60,28822,High School,589,8,106171,1
Female,41,33279,PhD,492,32,246428,0
Male,44,26200,High School,848,35,158608,1
Male,52,70955,High School,627,36,238785,1
Female,68,30980,Master,387,11,53880,0
Female,51,51585,High School,800,35,277789,1
Female,38,68254,Bachelor,370,0,210254,0
Female,62,55809,Master,472,32,178337,0
Female,30,45766,High School,555,28,394387,0
Female,26,47227,High School,350,7,18539,0
Male,24,45686,High School,453,30,474680,0
Male,61,32048,Bachelor,588,16,448852,1
Female,46,49798,High School,552,9,164027,1
Male,40,21524,Bachelor,302,26,68905,0
Female,65,60049,Bachelor,348,17,190574,0
Male,35,34496,High School,533,20,430435,0
Female,41,17741,Bachelor,757,16,155649,0
Female,65,36654,High School,582,4,120252,0
Male,22,57005,High School,555,30,146304,0
Female,41,49052,Bachelor,623,21,114644,1
Male,38,57717,High School,645,2,66201,1
Male,61,54668,High School,508,14,327928,0
Male,46,50532,High School,732,3,143163,0
Male,50,58294,PhD,716,8,358847,0
Male,27,67205,High School,336,16,465787,1
Male,58,32445,Bachelor,771,37,201303,1
Male,38,40590,High School,331,33,406122,0
Male,35,67106,High School,749,24,67874,1
Male,47,46231,Bachelor,748,21,29867,1
Male,53,30233,Master,794,24,23602,1
Female,50,45847,Bachelor,668,16,28627,1
Male,69,56649,High School,316,30,476135,0
Male,30,48380,High School,721,15,456384,1
Female,22,48219,High School,371,26,304939,0
Female,67,61895,High School,378,17,350973,0
Female,23,55275,High School,715,22,211371,1
Female,37,44981,High School,607,2,27634,0
Male,54,30782,Bachelor,710,4,96481,0
Male,29,62409,High School,326,1,169500,0
Male,29,42263,Bachelor,576,34,350748,1
Female,30,41950,Bachelor,350,38,78264,0
Female,22,44734,Bachelor,529,36,232743,0
Male,37,52781,High School,492,23,195809,1
Female,47,18719,High School,761,23,231961,1
Male,34,57582,Master,529,33,318622,1
Female,38,39948,Master,550,15,163843,0
Female,21,34351,Bachelor,828,2,5952,0
Male,39,37679,Master,506,2,344452,0
Male,24,73643,High School,828,20,140098,1
Male,53,53390,Bachelor,768,29,198048,1
Female,44,53430,PhD,770,3,395911,0
Female,31,68658,Master,506,33,446224,0
Male,32,73091,High School,716,5,234071,1
Male,36,41099,High School,496,3,357301,0
Male,66,42577,High School,453,10,334558,1
Female,35,61284,High School,557,21,306417,0
Female,50,47512,Bachelor,407,36,30599,0
Male,26,36579,High School,370,35,274915,0
Male,33,78855,Bachelor,429,31,401799,0
Male,37,59248,High School,446,22,349449,1
Female,40,40258,Bachelor,314,34,406427,0
Female,55,38650,High School,790,24,222397,0
Male,66,63173,High School,464,31,482246,0
Female,63,32057,Bachelor,649,30,106139,0
Male,67,62204,Master,524,15,408621,1
Male,53,51741,High School,769,24,319843,1
Male,23,65266,Bachelor,787,8,453192,1
Female,68,55874,High School,763,13,488242,1
Male,29,30602,Master,327,26,100530,0
Male,64,64088,High School,816,10,483145,1
Female,39,63335,Bachelor,771,5,147609,1
Male,54,48016,PhD,524,12,346961,1
Male,33,57924,Bachelor,722,17,489351,1
Male,41,53065,Bachelor,740,33,26922,1
Male,41,21002,High School,421,25,159953,1
Female,27,49371,High School,632,5,419419,0
Female,47,67057,Master,688,7,30253,1
Male,30,28774,High School,371,2,139617,0
Female,27,57742,PhD,494,34,122284,1
Female,43,64894,High School,639,18,158731,0
Female,22,33637,High School,740,31,234022,0
Female,66,41422,High School,319,19,101822,0
Female,36,56841,High School,731,25,384454,1
Female,69,59053,PhD,669,11,176943,1
Female,34,60543,Bachelor,718,22,399356,0
Female,18,47343,Bachelor,314,33,364472,0
Male,69,45924,Master,372,19,288480,0
Male,49,69153,High School,303,9,468767,0
Male,69,30079,High School,644,36,404178,1
Male,56,39457,Bachelor,501,31,32868,1
Male,55,44703,Bachelor,725,19,396203,1
Male,18,51735,Bachelor,678,22,185986,1
Male,28,45397,High School,588,25,324816,1
Male,34,55317,High School,613,15,174855,1
Female,39,45371,Bachelor,654,38,103244,0
Male,31,53277,Bachelor,605,1,101232,1
Male,61,60678,PhD,674,2,14487,0
Female,40,41520,Bachelor,724,33,336118,1
Female,35,48848,Master,709,19,161339,0
Male,36,66557,Bachelor,756,6,384767,1
Male,44,44852,Bachelor,527,26,137909,0
Male,35,62898,High School,404,27,66271,1
Female,34,69967,High School,671,23,157577,0
Male,43,34429,High School,420,9,44444,0
Female,47,54403,High School,470,20,490100,0
Male,51,49015,Master,631,5,328533,1
Female,33,40461,Bachelor,345,16,457235,0
Female,34,63635,High School,666,23,201864,0
Female,27,55323,Bachelor,540,0,133562,0
Male,47,60050,Master,304,37,99988,0
Male,47,49531,High School,370,32,369166,1
Female,43,60354,Bachelor,833,5,364762,1
Female,24,53801,High School,739,12,269439,0
Female,22,51327,Bachelor,532,5,213270,0
Male,38,32549,Bachelor,766,28,364941,1
Female,25,40186,Master,715,7,236945,0
Male,46,45423,High School,618,29,498074,1
Male,49,54441,Bachelor,786,5,377556,1
Female,41,41725,High School,760,38,288634,1
Female,61,59808,High School,383,0,229573,0
Male,20,61037,High School,518,37,266799,1
Male,50,60008,Bachelor,529,1,394334,1
Male,21,89252,High School,536,29,466152,1
Female,28,33887,High School,424,35,189638,0
Male,45,38737,Bachelor,657,19,33041,1
Male,54,51319,PhD,715,36,157212,1
Female,25,15444,Bachelor,361,8,102180,0
Male,19,54338,Master,617,21,104180,1
Female,23,23372,High School,615,16,269941,0
Female,49,24737,High School,700,8,166745,0
Female,53,53395,High School,439,9,287710,0
Female,36,48851,Bachelor,301,8,117624,0
Female,60,38022,Bachelor,538,22,73201,1
Female,58,44668,PhD,578,12,239893,0
Female,54,49571,High School,615,8,87458,0
Female,35,37988,Master,732,14,378024,0
Female,52,70397,High School,301,0,132823,0
Male,42,46011,Master,433,37,172669,1
Female,57,50559,Bachelor,464,39,84884,0
Male,55,45663,High School,445,16,203812,1
Male,57,40214,Master,383,12,488284,0
Female,34,49253,Master,793,20,104966,1
Female,19,55801,High School,779,24,281902,1
Female,39,49162,High School,550,20,95535,0
Male,54,44272,Bachelor,373,34,107026,1
Female,63,55604,Bachelor,821,28,281124,1
Male,50,49207,High School,348,38,238260,1
Male,37,76283,Bachelor,552,3,279261,0
Male,57,36077,Master,402,24,472466,0
Female,29,57442,Bachelor,405,11,272651,0
Female,66,66294,High School,730,7,472306,1
Male,51,45934,PhD,799,33,81080,1
Male,52,61106,High School,443,15,478960,0
Male,56,53803,High School,486,32,440828,1
Male,19,80310,High School,772,23,405041,1
Female,45,58609,High School,457,39,459233,0
Female,36,27657,High School,639,35,245257,0
Male,69,58930,Master,799,17,154340,1
Male,28,55323,Bachelor,723,1,346686,1
Male,60,67124,PhD,357,19,9373,0
Female,65,66776,High School,703,21,197648,0
Female,31,46683,High School,385,8,411436,0
